track,anchor_place,start_sec,end_sec,combo_type,stem_A,cat_A,file_A,stem_B,cat_B,file_B,key,timing,tempo,mode,polyrhythm
Track00007,20,96.97,101.819,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S04_place020.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S05_place020.wav,1,1,1,1,1
Track00007,20,96.97,101.819,mel_mel,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S05_place020.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S06_place020.wav,1,1,1,1,1
Track00007,20,96.97,101.819,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S01_place020.wav,S08,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S08_place020.wav,1,1,1,1,1
Track00007,42,203.637,208.486,drum_bass,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S00_place042.wav,S02,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S02_place042.wav,1,1,1,1,1
Track00007,42,203.637,208.486,bass_main,S02,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S02_place042.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S05_place042.wav,1,1,1,1,1
Track00007,42,203.637,208.486,drum_main,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S00_place042.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S05_place042.wav,1,1,1,1,1
Track00007,42,203.637,208.486,mel_mel,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S06_place042.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S07_place042.wav,1,1,1,1,1
Track00007,42,203.637,208.486,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S01_place042.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S04_place042.wav,1,1,1,1,1
Track00007,42,203.637,208.486,mel_mel,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S05_place042.wav,S08,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S08_place042.wav,1,1,1,1,1
Track00007,42,203.637,208.486,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S04_place042.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00007/pos_slices/Track00007_S07_place042.wav,1,1,1,1,1
Track00008,3,22.5,30.0,drum_bass,S01,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S01_place003.wav,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S00_place003.wav,1,1,1,1,1
Track00008,3,22.5,30.0,bass_main,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S00_place003.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S06_place003.wav,1,1,1,1,1
Track00008,3,22.5,30.0,drum_main,S01,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S01_place003.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S06_place003.wav,1,1,1,1,1
Track00008,3,22.5,30.0,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S04_place003.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S06_place003.wav,1,1,1,1,1
Track00008,3,22.5,30.0,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S02_place003.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S04_place003.wav,1,1,1,1,1
Track00008,3,22.5,30.0,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S03_place003.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S06_place003.wav,1,1,1,1,1
Track00008,3,22.5,30.0,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S02_place003.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S03_place003.wav,1,1,1,1,1
Track00008,17,127.5,135.0,drum_bass,S01,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S01_place017.wav,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S00_place017.wav,1,1,1,1,1
Track00008,17,127.5,135.0,bass_main,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S00_place017.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S06_place017.wav,1,1,1,1,1
Track00008,17,127.5,135.0,drum_main,S01,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S01_place017.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S06_place017.wav,1,1,1,1,1
Track00008,17,127.5,135.0,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S04_place017.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S06_place017.wav,1,1,1,1,1
Track00008,17,127.5,135.0,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S03_place017.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S04_place017.wav,1,1,1,1,1
Track00008,17,127.5,135.0,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S03_place017.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S05_place017.wav,1,1,1,1,1
Track00008,17,127.5,135.0,mel_mel,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S05_place017.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00008/pos_slices/Track00008_S06_place017.wav,1,1,1,1,1
Track00009,19,76.0,80.0,drum_bass,S07,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S07_place019.wav,S06,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S06_place019.wav,1,1,1,1,1
Track00009,19,76.0,80.0,bass_main,S06,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S06_place019.wav,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S00_place019.wav,1,1,1,1,1
Track00009,19,76.0,80.0,drum_main,S07,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S07_place019.wav,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S00_place019.wav,1,1,1,1,1
Track00009,19,76.0,80.0,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S00_place019.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S05_place019.wav,1,1,1,1,1
Track00009,19,76.0,80.0,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S02_place019.wav,S12,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S12_place019.wav,1,1,1,1,1
Track00009,19,76.0,80.0,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S00_place019.wav,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S02_place019.wav,1,1,1,1,1
Track00009,19,76.0,80.0,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S00_place019.wav,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S01_place019.wav,1,1,1,1,1
Track00009,23,92.0,96.0,bass_main,S06,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S06_place023.wav,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S00_place023.wav,1,1,1,1,1
Track00009,23,92.0,96.0,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S00_place023.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S05_place023.wav,1,1,1,1,1
Track00009,23,92.0,96.0,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S02_place023.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S03_place023.wav,1,1,1,1,1
Track00009,23,92.0,96.0,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S00_place023.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S03_place023.wav,1,1,1,1,1
Track00009,23,92.0,96.0,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S02_place023.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00009/pos_slices/Track00009_S05_place023.wav,1,1,1,1,1
Track00010,14,66.533,71.286,drum_bass,S06,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S06_place014.wav,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S00_place014.wav,1,1,1,1,1
Track00010,14,66.533,71.286,bass_main,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S00_place014.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S04_place014.wav,1,1,1,1,1
Track00010,14,66.533,71.286,drum_main,S06,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S06_place014.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S04_place014.wav,1,1,1,1,1
Track00010,14,66.533,71.286,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S01_place014.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S05_place014.wav,1,1,1,1,1
Track00010,14,66.533,71.286,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S01_place014.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S03_place014.wav,1,1,1,1,1
Track00010,14,66.533,71.286,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S02_place014.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S05_place014.wav,1,1,1,1,1
Track00010,14,66.533,71.286,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S01_place014.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S04_place014.wav,1,1,1,1,1
Track00010,26,123.562,128.314,drum_bass,S06,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S06_place026.wav,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S00_place026.wav,1,1,1,1,1
Track00010,26,123.562,128.314,bass_main,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S00_place026.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S04_place026.wav,1,1,1,1,1
Track00010,26,123.562,128.314,drum_main,S06,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S06_place026.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S04_place026.wav,1,1,1,1,1
Track00010,26,123.562,128.314,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S02_place026.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S04_place026.wav,1,1,1,1,1
Track00010,26,123.562,128.314,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S01_place026.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S05_place026.wav,1,1,1,1,1
Track00010,26,123.562,128.314,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S01_place026.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S04_place026.wav,1,1,1,1,1
Track00010,26,123.562,128.314,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S04_place026.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00010/pos_slices/Track00010_S05_place026.wav,1,1,1,1,1
Track00011,18,34.56,36.48,drum_bass,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S08_place018.wav,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S01_place018.wav,1,1,1,1,1
Track00011,18,34.56,36.48,bass_main,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S01_place018.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S06_place018.wav,1,1,1,1,1
Track00011,18,34.56,36.48,drum_main,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S08_place018.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S06_place018.wav,1,1,1,1,1
Track00011,18,34.56,36.48,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S02_place018.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S03_place018.wav,1,1,1,1,1
Track00011,18,34.56,36.48,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S00_place018.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S05_place018.wav,1,1,1,1,1
Track00011,18,34.56,36.48,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S03_place018.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S05_place018.wav,1,1,1,1,1
Track00011,18,34.56,36.48,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S00_place018.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S06_place018.wav,1,1,1,1,1
Track00011,58,111.36,113.28,drum_bass,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S08_place058.wav,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S01_place058.wav,1,1,1,1,1
Track00011,58,111.36,113.28,bass_main,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S01_place058.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S07_place058.wav,1,1,1,1,1
Track00011,58,111.36,113.28,drum_main,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S08_place058.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S07_place058.wav,1,1,1,1,1
Track00011,58,111.36,113.28,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S03_place058.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S07_place058.wav,1,1,1,1,1
Track00011,58,111.36,113.28,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S03_place058.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S05_place058.wav,1,1,1,1,1
Track00011,58,111.36,113.28,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S04_place058.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S07_place058.wav,1,1,1,1,1
Track00011,58,111.36,113.28,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S00_place058.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00011/pos_slices/Track00011_S03_place058.wav,1,1,1,1,1
Track00012,15,78.261,83.478,drum_bass,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S00_place015.wav,S10,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S10_place015.wav,1,1,1,1,1
Track00012,15,78.261,83.478,bass_main,S10,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S10_place015.wav,S09,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S09_place015.wav,1,1,1,1,1
Track00012,15,78.261,83.478,drum_main,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S00_place015.wav,S09,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S09_place015.wav,1,1,1,1,1
Track00012,15,78.261,83.478,mel_mel,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S07_place015.wav,S09,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S09_place015.wav,1,1,1,1,1
Track00012,15,78.261,83.478,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S01_place015.wav,S09,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S09_place015.wav,1,1,1,1,1
Track00012,15,78.261,83.478,mel_mel,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S06_place015.wav,S09,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S09_place015.wav,1,1,1,1,1
Track00012,15,78.261,83.478,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S02_place015.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S06_place015.wav,1,1,1,1,1
Track00012,32,166.956,172.173,drum_bass,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S00_place032.wav,S10,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S10_place032.wav,1,1,1,1,1
Track00012,32,166.956,172.173,bass_main,S10,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S10_place032.wav,S11,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S11_place032.wav,1,1,1,1,1
Track00012,32,166.956,172.173,drum_main,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S00_place032.wav,S11,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S11_place032.wav,1,1,1,1,1
Track00012,32,166.956,172.173,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S01_place032.wav,S09,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S09_place032.wav,1,1,1,1,1
Track00012,32,166.956,172.173,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S03_place032.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S07_place032.wav,1,1,1,1,1
Track00012,32,166.956,172.173,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S02_place032.wav,S11,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S11_place032.wav,1,1,1,1,1
Track00012,32,166.956,172.173,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S02_place032.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00012/pos_slices/Track00012_S06_place032.wav,1,1,1,1,1
Track00013,10,37.5,41.25,drum_bass,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S08_place010.wav,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S00_place010.wav,1,1,1,1,1
Track00013,10,37.5,41.25,bass_main,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S00_place010.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place010.wav,1,1,1,1,1
Track00013,10,37.5,41.25,drum_main,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S08_place010.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place010.wav,1,1,1,1,1
Track00013,10,37.5,41.25,mel_mel,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S05_place010.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place010.wav,1,1,1,1,1
Track00013,10,37.5,41.25,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S04_place010.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place010.wav,1,1,1,1,1
Track00013,10,37.5,41.25,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S03_place010.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S05_place010.wav,1,1,1,1,1
Track00013,10,37.5,41.25,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S03_place010.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place010.wav,1,1,1,1,1
Track00013,33,123.75,127.5,drum_bass,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S08_place033.wav,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S00_place033.wav,1,1,1,1,1
Track00013,33,123.75,127.5,bass_main,S00,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S00_place033.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place033.wav,1,1,1,1,1
Track00013,33,123.75,127.5,drum_main,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S08_place033.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place033.wav,1,1,1,1,1
