file_A,file_B,key,vertical,tempo,timing,type,track,anchor,combo
features/Track00006_S02_p4_clean.pt,features/Track00006_S03_p4_key12.pt,0,1,1,1,key,Track00006,4,bass_main
features/Track00006_S03_p4_clean.pt,features/Track00006_S02_p4_key13.pt,0,1,1,1,key,Track00006,4,bass_main
features/Track00006_S03_p4_clean.pt,features/Track00006_p4_vertical14.pt,1,0,1,1,vertical,Track00006,4,bass_main
features/Track00006_S03_p4_clean.pt,features/Track00006_p4_vertical15.pt,1,0,1,1,vertical,Track00006,4,bass_main
features/Track00006_S02_p4_clean.pt,features/Track00006_S03_p4_tempo16.pt,1,1,0,1,tempo,Track00006,4,bass_main
features/Track00006_S02_p4_clean.pt,features/Track00006_S03_p4_tempo17.pt,1,1,0,1,tempo,Track00006,4,bass_main
features/Track00006_S03_p4_clean.pt,features/Track00006_S02_p4_timing18.pt,1,1,1,0,timing,Track00006,4,bass_main
features/Track00006_S03_p4_clean.pt,features/Track00006_S02_p4_timing19.pt,1,1,1,0,timing,Track00006,4,bass_main
features/Track00006_S02_p4_clean.pt,features/Track00006_S07_p4_clean.pt,1,1,1,1,positive,Track00006,4,mel_mel
features/Track00006_S02_p4_aug20.pt,features/Track00006_S07_p4_aug20.pt,1,1,1,1,augmented,Track00006,4,mel_mel
features/Track00006_S02_p4_aug21.pt,features/Track00006_S07_p4_aug21.pt,1,1,1,1,augmented,Track00006,4,mel_mel
features/Track00006_S07_p4_clean.pt,features/Track00006_S02_p4_key22.pt,0,1,1,1,key,Track00006,4,mel_mel
features/Track00006_S07_p4_clean.pt,features/Track00006_S02_p4_key23.pt,0,1,1,1,key,Track00006,4,mel_mel
features/Track00006_S07_p4_clean.pt,features/Track00006_p4_vertical24.pt,1,0,1,1,vertical,Track00006,4,mel_mel
features/Track00006_S07_p4_clean.pt,features/Track00006_p4_vertical25.pt,1,0,1,1,vertical,Track00006,4,mel_mel
features/Track00006_S02_p4_clean.pt,features/Track00006_S07_p4_tempo26.pt,1,1,0,1,tempo,Track00006,4,mel_mel
features/Track00006_S07_p4_clean.pt,features/Track00006_S02_p4_tempo27.pt,1,1,0,1,tempo,Track00006,4,mel_mel
features/Track00006_S02_p4_clean.pt,features/Track00006_S07_p4_timing28.pt,1,1,1,0,timing,Track00006,4,mel_mel
features/Track00006_S07_p4_clean.pt,features/Track00006_S02_p4_timing29.pt,1,1,1,0,timing,Track00006,4,mel_mel
features/Track00006_S03_p10_clean.pt,features/Track00006_S02_p10_clean.pt,1,1,1,1,positive,Track00006,10,bass_main
features/Track00006_S03_p10_aug30.pt,features/Track00006_S02_p10_aug30.pt,1,1,1,1,augmented,Track00006,10,bass_main
features/Track00006_S03_p10_aug31.pt,features/Track00006_S02_p10_aug31.pt,1,1,1,1,augmented,Track00006,10,bass_main
features/Track00006_S03_p10_clean.pt,features/Track00006_S02_p10_key32.pt,0,1,1,1,key,Track00006,10,bass_main
features/Track00006_S03_p10_clean.pt,features/Track00006_S02_p10_key33.pt,0,1,1,1,key,Track00006,10,bass_main
features/Track00006_S03_p10_clean.pt,features/Track00006_p10_vertical34.pt,1,0,1,1,vertical,Track00006,10,bass_main
features/Track00006_S03_p10_clean.pt,features/Track00006_p10_vertical35.pt,1,0,1,1,vertical,Track00006,10,bass_main
features/Track00006_S03_p10_clean.pt,features/Track00006_S02_p10_tempo36.pt,1,1,0,1,tempo,Track00006,10,bass_main
features/Track00006_S02_p10_clean.pt,features/Track00006_S03_p10_tempo37.pt,1,1,0,1,tempo,Track00006,10,bass_main
features/Track00006_S03_p10_clean.pt,features/Track00006_S02_p10_timing38.pt,1,1,1,0,timing,Track00006,10,bass_main
features/Track00006_S03_p10_clean.pt,features/Track00006_S02_p10_timing39.pt,1,1,1,0,timing,Track00006,10,bass_main
features/Track00006_S03_p12_clean.pt,features/Track00006_S02_p12_clean.pt,1,1,1,1,positive,Track00006,12,bass_main
features/Track00006_S03_p12_aug40.pt,features/Track00006_S02_p12_aug40.pt,1,1,1,1,augmented,Track00006,12,bass_main
features/Track00006_S03_p12_aug41.pt,features/Track00006_S02_p12_aug41.pt,1,1,1,1,augmented,Track00006,12,bass_main
features/Track00006_S03_p12_clean.pt,features/Track00006_S02_p12_key42.pt,0,1,1,1,key,Track00006,12,bass_main
features/Track00006_S03_p12_clean.pt,features/Track00006_S02_p12_key43.pt,0,1,1,1,key,Track00006,12,bass_main
features/Track00006_S03_p12_clean.pt,features/Track00006_p12_vertical44.pt,1,0,1,1,vertical,Track00006,12,bass_main
features/Track00006_S03_p12_clean.pt,features/Track00006_p12_vertical45.pt,1,0,1,1,vertical,Track00006,12,bass_main
features/Track00006_S02_p12_clean.pt,features/Track00006_S03_p12_tempo46.pt,1,1,0,1,tempo,Track00006,12,bass_main
features/Track00006_S03_p12_clean.pt,features/Track00006_S02_p12_tempo47.pt,1,1,0,1,tempo,Track00006,12,bass_main
features/Track00006_S02_p12_clean.pt,features/Track00006_S03_p12_timing48.pt,1,1,1,0,timing,Track00006,12,bass_main
features/Track00006_S02_p12_clean.pt,features/Track00006_S03_p12_timing49.pt,1,1,1,0,timing,Track00006,12,bass_main
features/Track00006_S03_p19_clean.pt,features/Track00006_S02_p19_clean.pt,1,1,1,1,positive,Track00006,19,bass_main
features/Track00006_S03_p19_aug50.pt,features/Track00006_S02_p19_aug50.pt,1,1,1,1,augmented,Track00006,19,bass_main
features/Track00006_S03_p19_aug51.pt,features/Track00006_S02_p19_aug51.pt,1,1,1,1,augmented,Track00006,19,bass_main
features/Track00006_S03_p19_clean.pt,features/Track00006_S02_p19_key52.pt,0,1,1,1,key,Track00006,19,bass_main
features/Track00006_S02_p19_clean.pt,features/Track00006_S03_p19_key53.pt,0,1,1,1,key,Track00006,19,bass_main
features/Track00006_S03_p19_clean.pt,features/Track00006_p19_vertical54.pt,1,0,1,1,vertical,Track00006,19,bass_main
features/Track00006_S03_p19_clean.pt,features/Track00006_p19_vertical55.pt,1,0,1,1,vertical,Track00006,19,bass_main
features/Track00006_S02_p19_clean.pt,features/Track00006_S03_p19_tempo56.pt,1,1,0,1,tempo,Track00006,19,bass_main
features/Track00006_S02_p19_clean.pt,features/Track00006_S03_p19_tempo57.pt,1,1,0,1,tempo,Track00006,19,bass_main
features/Track00006_S02_p19_clean.pt,features/Track00006_S03_p19_timing58.pt,1,1,1,0,timing,Track00006,19,bass_main
features/Track00006_S02_p19_clean.pt,features/Track00006_S03_p19_timing59.pt,1,1,1,0,timing,Track00006,19,bass_main
features/Track00006_S03_p24_clean.pt,features/Track00006_S02_p24_clean.pt,1,1,1,1,positive,Track00006,24,bass_main
features/Track00006_S03_p24_aug60.pt,features/Track00006_S02_p24_aug60.pt,1,1,1,1,augmented,Track00006,24,bass_main
features/Track00006_S03_p24_aug61.pt,features/Track00006_S02_p24_aug61.pt,1,1,1,1,augmented,Track00006,24,bass_main
features/Track00006_S02_p24_clean.pt,features/Track00006_S03_p24_key62.pt,0,1,1,1,key,Track00006,24,bass_main
features/Track00006_S03_p24_clean.pt,features/Track00006_S02_p24_key63.pt,0,1,1,1,key,Track00006,24,bass_main
features/Track00006_S03_p24_clean.pt,features/Track00006_p24_vertical64.pt,1,0,1,1,vertical,Track00006,24,bass_main
features/Track00006_S03_p24_clean.pt,features/Track00006_p24_vertical65.pt,1,0,1,1,vertical,Track00006,24,bass_main
features/Track00006_S02_p24_clean.pt,features/Track00006_S03_p24_tempo66.pt,1,1,0,1,tempo,Track00006,24,bass_main
features/Track00006_S02_p24_clean.pt,features/Track00006_S03_p24_tempo67.pt,1,1,0,1,tempo,Track00006,24,bass_main
features/Track00006_S03_p24_clean.pt,features/Track00006_S02_p24_timing68.pt,1,1,1,0,timing,Track00006,24,bass_main
features/Track00006_S02_p24_clean.pt,features/Track00006_S03_p24_timing69.pt,1,1,1,0,timing,Track00006,24,bass_main
features/Track00006_S02_p24_clean.pt,features/Track00006_S07_p24_clean.pt,1,1,1,1,positive,Track00006,24,mel_mel
features/Track00006_S02_p24_aug70.pt,features/Track00006_S07_p24_aug70.pt,1,1,1,1,augmented,Track00006,24,mel_mel
features/Track00006_S02_p24_aug71.pt,features/Track00006_S07_p24_aug71.pt,1,1,1,1,augmented,Track00006,24,mel_mel
features/Track00006_S02_p24_clean.pt,features/Track00006_S07_p24_key72.pt,0,1,1,1,key,Track00006,24,mel_mel
features/Track00006_S02_p24_clean.pt,features/Track00006_S07_p24_key73.pt,0,1,1,1,key,Track00006,24,mel_mel
features/Track00006_S07_p24_clean.pt,features/Track00006_p24_vertical74.pt,1,0,1,1,vertical,Track00006,24,mel_mel
features/Track00006_S07_p24_clean.pt,features/Track00006_p24_vertical75.pt,1,0,1,1,vertical,Track00006,24,mel_mel
features/Track00006_S02_p24_clean.pt,features/Track00006_S07_p24_tempo76.pt,1,1,0,1,tempo,Track00006,24,mel_mel
features/Track00006_S02_p24_clean.pt,features/Track00006_S07_p24_tempo77.pt,1,1,0,1,tempo,Track00006,24,mel_mel
features/Track00006_S07_p24_clean.pt,features/Track00006_S02_p24_timing78.pt,1,1,1,0,timing,Track00006,24,mel_mel
features/Track00006_S07_p24_clean.pt,features/Track00006_S02_p24_timing79.pt,1,1,1,0,timing,Track00006,24,mel_mel
features/Track00016_S01_p13_clean.pt,features/Track00016_S03_p13_clean.pt,1,1,1,1,positive,Track00016,13,bass_main
features/Track00016_S01_p13_aug0.pt,features/Track00016_S03_p13_aug0.pt,1,1,1,1,augmented,Track00016,13,bass_main
features/Track00016_S01_p13_aug1.pt,features/Track00016_S03_p13_aug1.pt,1,1,1,1,augmented,Track00016,13,bass_main
features/Track00016_S03_p13_clean.pt,features/Track00016_S01_p13_key2.pt,0,1,1,1,key,Track00016,13,bass_main
features/Track00016_S03_p13_clean.pt,features/Track00016_S01_p13_key3.pt,0,1,1,1,key,Track00016,13,bass_main
features/Track00016_S01_p13_clean.pt,features/Track00016_p13_vertical4.pt,1,0,1,1,vertical,Track00016,13,bass_main
features/Track00016_S01_p13_clean.pt,features/Track00016_p13_vertical5.pt,1,0,1,1,vertical,Track00016,13,bass_main
features/Track00016_S01_p13_clean.pt,features/Track00016_S03_p13_tempo6.pt,1,1,0,1,tempo,Track00016,13,bass_main
features/Track00016_S01_p13_clean.pt,features/Track00016_S03_p13_tempo7.pt,1,1,0,1,tempo,Track00016,13,bass_main
features/Track00016_S03_p13_clean.pt,features/Track00016_S01_p13_timing8.pt,1,1,1,0,timing,Track00016,13,bass_main
features/Track00016_S03_p13_clean.pt,features/Track00016_S01_p13_timing9.pt,1,1,1,0,timing,Track00016,13,bass_main
features/Track00016_S01_p15_clean.pt,features/Track00016_S03_p15_clean.pt,1,1,1,1,positive,Track00016,15,bass_main
features/Track00016_S01_p15_aug10.pt,features/Track00016_S03_p15_aug10.pt,1,1,1,1,augmented,Track00016,15,bass_main
features/Track00016_S01_p15_aug11.pt,features/Track00016_S03_p15_aug11.pt,1,1,1,1,augmented,Track00016,15,bass_main
features/Track00016_S03_p15_clean.pt,features/Track00016_S01_p15_key12.pt,0,1,1,1,key,Track00016,15,bass_main
features/Track00016_S01_p15_clean.pt,features/Track00016_S03_p15_key13.pt,0,1,1,1,key,Track00016,15,bass_main
features/Track00016_S01_p15_clean.pt,features/Track00016_p15_vertical14.pt,1,0,1,1,vertical,Track00016,15,bass_main
features/Track00016_S01_p15_clean.pt,features/Track00016_p15_vertical15.pt,1,0,1,1,vertical,Track00016,15,bass_main
features/Track00016_S03_p15_clean.pt,features/Track00016_S01_p15_tempo16.pt,1,1,0,1,tempo,Track00016,15,bass_main
features/Track00016_S03_p15_clean.pt,features/Track00016_S01_p15_tempo17.pt,1,1,0,1,tempo,Track00016,15,bass_main
features/Track00016_S01_p15_clean.pt,features/Track00016_S03_p15_timing18.pt,1,1,1,0,timing,Track00016,15,bass_main
features/Track00016_S03_p15_clean.pt,features/Track00016_S01_p15_timing19.pt,1,1,1,0,timing,Track00016,15,bass_main
features/Track00016_S01_p23_clean.pt,features/Track00016_S03_p23_clean.pt,1,1,1,1,positive,Track00016,23,bass_main
features/Track00016_S01_p23_aug20.pt,features/Track00016_S03_p23_aug20.pt,1,1,1,1,augmented,Track00016,23,bass_main
features/Track00016_S01_p23_aug21.pt,features/Track00016_S03_p23_aug21.pt,1,1,1,1,augmented,Track00016,23,bass_main
features/Track00016_S03_p23_clean.pt,features/Track00016_S01_p23_key22.pt,0,1,1,1,key,Track00016,23,bass_main
features/Track00016_S01_p23_clean.pt,features/Track00016_S03_p23_key23.pt,0,1,1,1,key,Track00016,23,bass_main
features/Track00016_S01_p23_clean.pt,features/Track00016_p23_vertical24.pt,1,0,1,1,vertical,Track00016,23,bass_main
features/Track00016_S01_p23_clean.pt,features/Track00016_p23_vertical25.pt,1,0,1,1,vertical,Track00016,23,bass_main
features/Track00016_S01_p23_clean.pt,features/Track00016_S03_p23_tempo26.pt,1,1,0,1,tempo,Track00016,23,bass_main
features/Track00016_S03_p23_clean.pt,features/Track00016_S01_p23_tempo27.pt,1,1,0,1,tempo,Track00016,23,bass_main
features/Track00016_S01_p23_clean.pt,features/Track00016_S03_p23_timing28.pt,1,1,1,0,timing,Track00016,23,bass_main
features/Track00016_S03_p23_clean.pt,features/Track00016_S01_p23_timing29.pt,1,1,1,0,timing,Track00016,23,bass_main
features/Track00016_S01_p28_clean.pt,features/Track00016_S03_p28_clean.pt,1,1,1,1,positive,Track00016,28,bass_main
features/Track00016_S01_p28_aug30.pt,features/Track00016_S03_p28_aug30.pt,1,1,1,1,augmented,Track00016,28,bass_main
features/Track00016_S01_p28_aug31.pt,features/Track00016_S03_p28_aug31.pt,1,1,1,1,augmented,Track00016,28,bass_main
features/Track00016_S03_p28_clean.pt,features/Track00016_S01_p28_key32.pt,0,1,1,1,key,Track00016,28,bass_main
features/Track00016_S01_p28_clean.pt,features/Track00016_S03_p28_key33.pt,0,1,1,1,key,Track00016,28,bass_main
features/Track00016_S01_p28_clean.pt,features/Track00016_p28_vertical34.pt,1,0,1,1,vertical,Track00016,28,bass_main
features/Track00016_S01_p28_clean.pt,features/Track00016_p28_vertical35.pt,1,0,1,1,vertical,Track00016,28,bass_main
features/Track00016_S01_p28_clean.pt,features/Track00016_S03_p28_tempo36.pt,1,1,0,1,tempo,Track00016,28,bass_main
features/Track00016_S01_p28_clean.pt,features/Track00016_S03_p28_tempo37.pt,1,1,0,1,tempo,Track00016,28,bass_main
features/Track00016_S01_p28_clean.pt,features/Track00016_S03_p28_timing38.pt,1,1,1,0,timing,Track00016,28,bass_main
features/Track00016_S01_p28_clean.pt,features/Track00016_S03_p28_timing39.pt,1,1,1,0,timing,Track00016,28,bass_main
features/Track00005_S04_p16_clean.pt,features/Track00005_S10_p16_clean.pt,1,1,1,1,positive,Track00005,16,bass_main
features/Track00005_S04_p16_aug0.pt,features/Track00005_S10_p16_aug0.pt,1,1,1,1,augmented,Track00005,16,bass_main
features/Track00005_S04_p16_aug1.pt,features/Track00005_S10_p16_aug1.pt,1,1,1,1,augmented,Track00005,16,bass_main
features/Track00005_S10_p16_clean.pt,features/Track00005_S04_p16_key2.pt,0,1,1,1,key,Track00005,16,bass_main
features/Track00005_S10_p16_clean.pt,features/Track00005_S04_p16_key3.pt,0,1,1,1,key,Track00005,16,bass_main
features/Track00005_S04_p16_clean.pt,features/Track00005_p16_vertical4.pt,1,0,1,1,vertical,Track00005,16,bass_main
features/Track00005_S04_p16_clean.pt,features/Track00005_p16_vertical5.pt,1,0,1,1,vertical,Track00005,16,bass_main
features/Track00005_S04_p16_clean.pt,features/Track00005_S10_p16_tempo6.pt,1,1,0,1,tempo,Track00005,16,bass_main
features/Track00005_S04_p16_clean.pt,features/Track00005_S10_p16_tempo7.pt,1,1,0,1,tempo,Track00005,16,bass_main
features/Track00005_S10_p16_clean.pt,features/Track00005_S04_p16_timing8.pt,1,1,1,0,timing,Track00005,16,bass_main
features/Track00005_S10_p16_clean.pt,features/Track00005_S04_p16_timing9.pt,1,1,1,0,timing,Track00005,16,bass_main
features/Track00005_S07_p16_clean.pt,features/Track00005_S10_p16_clean.pt,1,1,1,1,positive,Track00005,16,mel_mel
features/Track00005_S07_p16_aug10.pt,features/Track00005_S10_p16_aug10.pt,1,1,1,1,augmented,Track00005,16,mel_mel
features/Track00005_S07_p16_aug11.pt,features/Track00005_S10_p16_aug11.pt,1,1,1,1,augmented,Track00005,16,mel_mel
features/Track00005_S07_p16_clean.pt,features/Track00005_S10_p16_key12.pt,0,1,1,1,key,Track00005,16,mel_mel
features/Track00005_S10_p16_clean.pt,features/Track00005_S07_p16_key13.pt,0,1,1,1,key,Track00005,16,mel_mel
features/Track00005_S10_p16_clean.pt,features/Track00005_p16_vertical14.pt,1,0,1,1,vertical,Track00005,16,mel_mel
features/Track00005_S10_p16_clean.pt,features/Track00005_p16_vertical15.pt,1,0,1,1,vertical,Track00005,16,mel_mel
features/Track00005_S10_p16_clean.pt,features/Track00005_S07_p16_tempo16.pt,1,1,0,1,tempo,Track00005,16,mel_mel
features/Track00005_S07_p16_clean.pt,features/Track00005_S10_p16_tempo17.pt,1,1,0,1,tempo,Track00005,16,mel_mel
features/Track00005_S07_p16_clean.pt,features/Track00005_S10_p16_timing18.pt,1,1,1,0,timing,Track00005,16,mel_mel
features/Track00005_S07_p16_clean.pt,features/Track00005_S10_p16_timing19.pt,1,1,1,0,timing,Track00005,16,mel_mel
features/Track00005_S04_p20_clean.pt,features/Track00005_S11_p20_clean.pt,1,1,1,1,positive,Track00005,20,bass_main
features/Track00005_S04_p20_aug20.pt,features/Track00005_S11_p20_aug20.pt,1,1,1,1,augmented,Track00005,20,bass_main
features/Track00005_S04_p20_aug21.pt,features/Track00005_S11_p20_aug21.pt,1,1,1,1,augmented,Track00005,20,bass_main
features/Track00005_S04_p20_clean.pt,features/Track00005_S11_p20_key22.pt,0,1,1,1,key,Track00005,20,bass_main
features/Track00005_S11_p20_clean.pt,features/Track00005_S04_p20_key23.pt,0,1,1,1,key,Track00005,20,bass_main
features/Track00005_S04_p20_clean.pt,features/Track00005_p20_vertical24.pt,1,0,1,1,vertical,Track00005,20,bass_main
features/Track00005_S04_p20_clean.pt,features/Track00005_p20_vertical25.pt,1,0,1,1,vertical,Track00005,20,bass_main
features/Track00005_S11_p20_clean.pt,features/Track00005_S04_p20_tempo26.pt,1,1,0,1,tempo,Track00005,20,bass_main
features/Track00005_S11_p20_clean.pt,features/Track00005_S04_p20_tempo27.pt,1,1,0,1,tempo,Track00005,20,bass_main
features/Track00005_S04_p20_clean.pt,features/Track00005_S11_p20_timing28.pt,1,1,1,0,timing,Track00005,20,bass_main
features/Track00005_S11_p20_clean.pt,features/Track00005_S04_p20_timing29.pt,1,1,1,0,timing,Track00005,20,bass_main
features/Track00005_S11_p20_clean.pt,features/Track00005_S13_p20_clean.pt,1,1,1,1,positive,Track00005,20,mel_mel
features/Track00005_S11_p20_aug30.pt,features/Track00005_S13_p20_aug30.pt,1,1,1,1,augmented,Track00005,20,mel_mel
features/Track00005_S11_p20_aug31.pt,features/Track00005_S13_p20_aug31.pt,1,1,1,1,augmented,Track00005,20,mel_mel
features/Track00005_S13_p20_clean.pt,features/Track00005_S11_p20_key32.pt,0,1,1,1,key,Track00005,20,mel_mel
features/Track00005_S13_p20_clean.pt,features/Track00005_S11_p20_key33.pt,0,1,1,1,key,Track00005,20,mel_mel
features/Track00005_S13_p20_clean.pt,features/Track00005_p20_vertical34.pt,1,0,1,1,vertical,Track00005,20,mel_mel
features/Track00005_S13_p20_clean.pt,features/Track00005_p20_vertical35.pt,1,0,1,1,vertical,Track00005,20,mel_mel
features/Track00005_S11_p20_clean.pt,features/Track00005_S13_p20_tempo36.pt,1,1,0,1,tempo,Track00005,20,mel_mel
features/Track00005_S11_p20_clean.pt,features/Track00005_S13_p20_tempo37.pt,1,1,0,1,tempo,Track00005,20,mel_mel
features/Track00005_S11_p20_clean.pt,features/Track00005_S13_p20_timing38.pt,1,1,1,0,timing,Track00005,20,mel_mel
features/Track00005_S11_p20_clean.pt,features/Track00005_S13_p20_timing39.pt,1,1,1,0,timing,Track00005,20,mel_mel
features/Track00005_S08_p20_clean.pt,features/Track00005_S13_p20_clean.pt,1,1,1,1,positive,Track00005,20,mel_mel
features/Track00005_S08_p20_aug40.pt,features/Track00005_S13_p20_aug40.pt,1,1,1,1,augmented,Track00005,20,mel_mel
features/Track00005_S08_p20_aug41.pt,features/Track00005_S13_p20_aug41.pt,1,1,1,1,augmented,Track00005,20,mel_mel
features/Track00005_S13_p20_clean.pt,features/Track00005_S08_p20_key42.pt,0,1,1,1,key,Track00005,20,mel_mel
features/Track00005_S08_p20_clean.pt,features/Track00005_S13_p20_key43.pt,0,1,1,1,key,Track00005,20,mel_mel
features/Track00005_S08_p20_clean.pt,features/Track00005_p20_vertical44.pt,1,0,1,1,vertical,Track00005,20,mel_mel
features/Track00005_S08_p20_clean.pt,features/Track00005_p20_vertical45.pt,1,0,1,1,vertical,Track00005,20,mel_mel
features/Track00005_S08_p20_clean.pt,features/Track00005_S13_p20_tempo46.pt,1,1,0,1,tempo,Track00005,20,mel_mel
features/Track00005_S13_p20_clean.pt,features/Track00005_S08_p20_tempo47.pt,1,1,0,1,tempo,Track00005,20,mel_mel
features/Track00005_S13_p20_clean.pt,features/Track00005_S08_p20_timing48.pt,1,1,1,0,timing,Track00005,20,mel_mel
features/Track00005_S13_p20_clean.pt,features/Track00005_S08_p20_timing49.pt,1,1,1,0,timing,Track00005,20,mel_mel
features/Track00005_S04_p34_clean.pt,features/Track00005_S10_p34_clean.pt,1,1,1,1,positive,Track00005,34,bass_main
features/Track00005_S04_p34_aug50.pt,features/Track00005_S10_p34_aug50.pt,1,1,1,1,augmented,Track00005,34,bass_main
features/Track00005_S04_p34_aug51.pt,features/Track00005_S10_p34_aug51.pt,1,1,1,1,augmented,Track00005,34,bass_main
features/Track00005_S10_p34_clean.pt,features/Track00005_S04_p34_key52.pt,0,1,1,1,key,Track00005,34,bass_main
features/Track00005_S04_p34_clean.pt,features/Track00005_S10_p34_key53.pt,0,1,1,1,key,Track00005,34,bass_main
features/Track00005_S04_p34_clean.pt,features/Track00005_p34_vertical54.pt,1,0,1,1,vertical,Track00005,34,bass_main
features/Track00005_S04_p34_clean.pt,features/Track00005_p34_vertical55.pt,1,0,1,1,vertical,Track00005,34,bass_main
features/Track00005_S10_p34_clean.pt,features/Track00005_S04_p34_tempo56.pt,1,1,0,1,tempo,Track00005,34,bass_main
features/Track00005_S10_p34_clean.pt,features/Track00005_S04_p34_tempo57.pt,1,1,0,1,tempo,Track00005,34,bass_main
features/Track00005_S04_p34_clean.pt,features/Track00005_S10_p34_timing58.pt,1,1,1,0,timing,Track00005,34,bass_main
features/Track00005_S10_p34_clean.pt,features/Track00005_S04_p34_timing59.pt,1,1,1,0,timing,Track00005,34,bass_main
features/Track00005_S07_p34_clean.pt,features/Track00005_S10_p34_clean.pt,1,1,1,1,positive,Track00005,34,mel_mel
features/Track00005_S07_p34_aug60.pt,features/Track00005_S10_p34_aug60.pt,1,1,1,1,augmented,Track00005,34,mel_mel
features/Track00005_S07_p34_aug61.pt,features/Track00005_S10_p34_aug61.pt,1,1,1,1,augmented,Track00005,34,mel_mel
features/Track00005_S07_p34_clean.pt,features/Track00005_S10_p34_key62.pt,0,1,1,1,key,Track00005,34,mel_mel
features/Track00005_S10_p34_clean.pt,features/Track00005_S07_p34_key63.pt,0,1,1,1,key,Track00005,34,mel_mel
features/Track00005_S10_p34_clean.pt,features/Track00005_p34_vertical64.pt,1,0,1,1,vertical,Track00005,34,mel_mel
features/Track00005_S10_p34_clean.pt,features/Track00005_p34_vertical65.pt,1,0,1,1,vertical,Track00005,34,mel_mel
features/Track00005_S10_p34_clean.pt,features/Track00005_S07_p34_tempo66.pt,1,1,0,1,tempo,Track00005,34,mel_mel
features/Track00005_S07_p34_clean.pt,features/Track00005_S10_p34_tempo67.pt,1,1,0,1,tempo,Track00005,34,mel_mel
features/Track00005_S07_p34_clean.pt,features/Track00005_S10_p34_timing68.pt,1,1,1,0,timing,Track00005,34,mel_mel
features/Track00005_S07_p34_clean.pt,features/Track00005_S10_p34_timing69.pt,1,1,1,0,timing,Track00005,34,mel_mel
features/Track00005_S04_p46_clean.pt,features/Track00005_S10_p46_clean.pt,1,1,1,1,positive,Track00005,46,bass_main
features/Track00005_S04_p46_aug70.pt,features/Track00005_S10_p46_aug70.pt,1,1,1,1,augmented,Track00005,46,bass_main
features/Track00005_S04_p46_aug71.pt,features/Track00005_S10_p46_aug71.pt,1,1,1,1,augmented,Track00005,46,bass_main
features/Track00005_S04_p46_clean.pt,features/Track00005_S10_p46_key72.pt,0,1,1,1,key,Track00005,46,bass_main
features/Track00005_S10_p46_clean.pt,features/Track00005_S04_p46_key73.pt,0,1,1,1,key,Track00005,46,bass_main
features/Track00005_S04_p46_clean.pt,features/Track00005_p46_vertical74.pt,1,0,1,1,vertical,Track00005,46,bass_main
features/Track00005_S04_p46_clean.pt,features/Track00005_p46_vertical75.pt,1,0,1,1,vertical,Track00005,46,bass_main
features/Track00005_S04_p46_clean.pt,features/Track00005_S10_p46_tempo76.pt,1,1,0,1,tempo,Track00005,46,bass_main
features/Track00005_S04_p46_clean.pt,features/Track00005_S10_p46_tempo77.pt,1,1,0,1,tempo,Track00005,46,bass_main
features/Track00005_S04_p46_clean.pt,features/Track00005_S10_p46_timing78.pt,1,1,1,0,timing,Track00005,46,bass_main
features/Track00005_S04_p46_clean.pt,features/Track00005_S10_p46_timing79.pt,1,1,1,0,timing,Track00005,46,bass_main
features/Track00005_S07_p46_clean.pt,features/Track00005_S10_p46_clean.pt,1,1,1,1,positive,Track00005,46,mel_mel
features/Track00005_S07_p46_aug80.pt,features/Track00005_S10_p46_aug80.pt,1,1,1,1,augmented,Track00005,46,mel_mel
features/Track00005_S07_p46_aug81.pt,features/Track00005_S10_p46_aug81.pt,1,1,1,1,augmented,Track00005,46,mel_mel
features/Track00005_S10_p46_clean.pt,features/Track00005_S07_p46_key82.pt,0,1,1,1,key,Track00005,46,mel_mel
features/Track00005_S07_p46_clean.pt,features/Track00005_S10_p46_key83.pt,0,1,1,1,key,Track00005,46,mel_mel
features/Track00005_S10_p46_clean.pt,features/Track00005_p46_vertical84.pt,1,0,1,1,vertical,Track00005,46,mel_mel
features/Track00005_S10_p46_clean.pt,features/Track00005_p46_vertical85.pt,1,0,1,1,vertical,Track00005,46,mel_mel
features/Track00005_S10_p46_clean.pt,features/Track00005_S07_p46_tempo86.pt,1,1,0,1,tempo,Track00005,46,mel_mel
features/Track00005_S10_p46_clean.pt,features/Track00005_S07_p46_tempo87.pt,1,1,0,1,tempo,Track00005,46,mel_mel
features/Track00005_S10_p46_clean.pt,features/Track00005_S07_p46_timing88.pt,1,1,1,0,timing,Track00005,46,mel_mel
features/Track00005_S10_p46_clean.pt,features/Track00005_S07_p46_timing89.pt,1,1,1,0,timing,Track00005,46,mel_mel
features/Track00018_S15_p29_clean.pt,features/Track00018_S07_p29_clean.pt,1,1,1,1,positive,Track00018,29,bass_main
features/Track00018_S15_p29_aug0.pt,features/Track00018_S07_p29_aug0.pt,1,1,1,1,augmented,Track00018,29,bass_main
features/Track00018_S15_p29_aug1.pt,features/Track00018_S07_p29_aug1.pt,1,1,1,1,augmented,Track00018,29,bass_main
features/Track00018_S07_p29_clean.pt,features/Track00018_S15_p29_key2.pt,0,1,1,1,key,Track00018,29,bass_main
features/Track00018_S07_p29_clean.pt,features/Track00018_S15_p29_key3.pt,0,1,1,1,key,Track00018,29,bass_main
features/Track00018_S15_p29_clean.pt,features/Track00018_p29_vertical4.pt,1,0,1,1,vertical,Track00018,29,bass_main
